Category;Brands;Sub-Brands;Objective;Month;Platform;Tier;KOL Name;Category;Link Post;Followers Number;Actual Spends (IDR);Reach;Views;Likes;Comments;Share;ER;ER Views (%);VR (%);CPV (Rp)
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Hana;Lifestyle;https://vt.tiktok.com/ZSu2hkr6H/;36100;950000;3100;4510;141;35;12;0,52%;4,17%;12,49%;Rp210,64
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Rahmadiana;Lifestyle;https://vt.tiktok.com/ZSuYv1Kmr/;29000;950000;1300;1550;229;91;201;1,80%;33,61%;5,34%;Rp612,90
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Astri Mei;Lifestyle;https://vt.tiktok.com/ZSuNjVXW2/;12600;950000;205;1020;95;35;5;1,07%;13,24%;8,10%;Rp931,37
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Yuyun Marslilia;Lifestyle;https://vt.tiktok.com/ZSuedUk8E/;13200;950000;638;1112;639;89;12;5,61%;66,55%;8,42%;Rp854,32
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;EKA MEITA RANI;Lifestyle;https://vt.tiktok.com/ZSu8Ly8br/;10400;950000;126;149;17;6;6;0,28%;19,46%;1,43%;Rp6.375,84
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Mita mauliah;Lifestyle;https://vt.tiktok.com/ZSuYGDGYw/;21500;950000;119;18963;11;3;5;0,09%;0,10%;88,20%;Rp50,10
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Desi rismawati;Lifestyle;https://vt.tiktok.com/ZSuLqb2R4/;88600;950000;6600;7767;245;44;4;0,33%;3,77%;8,77%;Rp122,31
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Loisa emy;Lifestyle;https://vt.tiktok.com/ZSuYxWwrv/;20492;950000;14500;18216;211;2;1;1,04%;1,17%;88,89%;Rp52,15
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Ratna Rinnati;Lifestyle;https://vt.tiktok.com/ZSuFgpanr/;40300;950000;2800;4254;408;4;0;1,02%;9,69%;10,56%;Rp223,32
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Aura Adellia Fiqri Heryanto;Lifestyle;https://vt.tiktok.com/ZSuJGcRqF/;10500;950000;1100;1322;115;27;19;1,53%;12,18%;12,59%;Rp718,61
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Febriska Herovi Kusuma Dewi;Lifestyle;https://vt.tiktok.com/ZSuYnHEDS/;11700;950000;226;275;9;0;1;0,09%;3,64%;2,35%;Rp3.454,55
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Rizka Amalia;Lifestyle;https://vt.tiktok.com/ZSuL29oQH/;15700;950000;2000;2287;872;37;41;6,05%;41,54%;14,57%;Rp415,39
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Mepa Pradipta;Lifestyle;https://vt.tiktok.com/ZSuFgxwqK/;15400;950000;239;4905;26;12;12;0,32%;1,02%;31,85%;Rp193,68
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Ulfa afida;Lifestyle;https://vt.tiktok.com/ZSuLfDt5G/;12300;950000;1600;2192;134;37;8;1,46%;8,17%;17,82%;Rp433,39
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;amelia citra susanto;Lifestyle;https://vt.tiktok.com/ZSu8qfxUh/;43000;950000;1800;2113;164;1;0;0,38%;7,81%;4,91%;Rp449,60
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Navy;Lifestyle;https://vt.tiktok.com/ZSuNNqTaJ/;13300;950000;222;1271;140;16;14;1,28%;13,38%;9,56%;Rp747,44
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Delima rahayu istiqomah;Lifestyle;https://vt.tiktok.com/ZSuYUrTDd/;10299;950000;596;624;42;13;4;0,57%;9,46%;6,06%;Rp1.522,44
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Ayu Rachma;Lifestyle;https://vt.tiktok.com/ZSuR34Xd8/;19100;950000;1600;2084;169;41;8;1,14%;10,46%;10,91%;Rp455,85
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Maya amelia;Lifestyle;https://vt.tiktok.com/ZSuLc7HYe/;27700;950000;253;1109;481;7;13;1,81%;45,18%;4,00%;Rp856,63
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Anggi Zukana;Lifestyle;https://vt.tiktok.com/ZSuYqn6wx/;10600;950000;496;6318;5361;6;5;50,68%;85,03%;59,60%;Rp150,36
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Erlin Yutrika;Lifestyle;https://vt.tiktok.com/ZSuYch6ot/;24400;950000;2000;3098;525;16;8;2,25%;17,72%;12,70%;Rp306,65
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Dillah;Lifestyle;https://vt.tiktok.com/ZSu8ds3W2/;13400;950000;1500;1824;118;0;0;0,88%;6,47%;13,61%;Rp520,83
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Resa Ristianti;Lifestyle;https://vt.tiktok.com/ZSuYH2eDg/;43342;950000;292;1010;240;15;1;0,59%;25,35%;2,33%;Rp940,59
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;husna alfita wulandari;Lifestyle;https://vt.tiktok.com/ZSuYhrLHG/;11400;950000;1100;1284;93;4;2;0,87%;7,71%;11,26%;Rp739,88
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Tria;Lifestyle;https://vt.tiktok.com/ZSuLjEFsP/;18200;950000;347;719;490;36;1;2,90%;73,30%;3,95%;Rp1.321,28
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Syahna Apriyani;Lifestyle;https://vt.tiktok.com/ZSu2r376V/;16638;950000;239;12444;346;0;0;2,08%;2,78%;74,79%;Rp76,34
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Lia Kartini;Lifestyle;https://vt.tiktok.com/ZSu2LpY75/;13100;950000;160;857;37;17;0;0,41%;6,30%;6,54%;Rp1.108,52
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Niken karunia sari;Lifestyle;https://vt.tiktok.com/ZSuYo4THq/;11200;950000;168;203;36;5;0;0,37%;20,20%;1,81%;Rp4.679,80
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Veni nabilla;Lifestyle;https://vt.tiktok.com/ZSu613DWM/;21900;950000;168;3327;73;2;1;0,35%;2,28%;15,19%;Rp285,54
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Lisa Nuraini;Lifestyle;https://vt.tiktok.com/ZSuLxNTnY/;23000;950000;937;3672;370;19;6;1,72%;10,76%;15,97%;Rp258,71
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Aprillia diah utami;Lifestyle;https://vt.tiktok.com/ZSuLfPEEU/;12766;950000;10308;22812;178;16;21;1,68%;0,94%;178,69%;Rp41,64
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Chintia Caesariany;Lifestyle;https://vt.tiktok.com/ZSu2rMNET/;20700;950000;656;702;12;0;1;0,06%;1,85%;3,39%;Rp1.353,28
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Zunita Shara Arubaiyah;Lifestyle;https://vt.tiktok.com/ZSuYgJSuw/;10900;950000;120;959;15;2;3;0,18%;2,09%;8,80%;Rp990,62
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Dwi Syefria Ningsih;Lifestyle;https://vt.tiktok.com/ZSuYRNpYh/;15700;950000;105;6759;44;30;9;0,53%;1,23%;43,05%;Rp140,55
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Puji hidayati;Lifestyle;https://vt.tiktok.com/ZSuLX2FRp/;17000;950000;5000;7660;294;22;21;1,98%;4,40%;45,06%;Rp124,02
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Fipit yulianti;Lifestyle;https://vt.tiktok.com/ZSu81Rnx1/;20300;950000;3100;3136;78;1;1;0,39%;2,55%;15,45%;Rp302,93
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Istiqomah Gayatri;Lifestyle;https://vt.tiktok.com/ZSuLqPLLM/;14800;950000;1100;5315;68;18;13;0,67%;1,86%;35,91%;Rp178,74
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Citra Amalia;Lifestyle;https://vt.tiktok.com/ZSu2jDLVS/;11200;950000;233;1266;36;24;41;0,90%;7,98%;11,30%;Rp750,39
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Atika Rahmayanti;Lifestyle;https://vt.tiktok.com/ZSu27by9E/;12000;950000;7000;10845;694;65;28;6,56%;7,26%;90,38%;Rp87,60
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Rika Yusnia Putri;Lifestyle;https://vt.tiktok.com/ZSuLCRHNQ/;14500;950000;2100;5320;128;33;31;1,32%;3,61%;36,69%;Rp178,57
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Macro;Fika;Lifestyle;https://vt.tiktok.com/ZSu82wkrF/;245000;950000;3600;4760;195;19;19;0,10%;4,89%;1,94%;Rp199,58
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Nonik Nur M;Lifestyle;https://vt.tiktok.com/ZSuYjS1RK/;12000;950000;1800;3797;250;33;97;3,17%;10,01%;31,64%;Rp250,20
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Ridatiningsih;Lifestyle;https://vt.tiktok.com/ZSuY6X8oB/;23000;950000;1300;1379;116;0;0;0,50%;8,41%;6,00%;Rp688,91
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Diah Awalokiteswari;Lifestyle;https://vt.tiktok.com/ZSuNkSRXK/;10200;950000;99;569;27;8;3;0,37%;6,68%;5,58%;Rp1.669,60
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;fitri hidayanti;Lifestyle;https://vt.tiktok.com/ZSuF7LMXw/;12600;950000;218;257;40;18;13;0,56%;27,63%;2,04%;Rp3.696,50
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Tutut Handayani;Lifestyle;https://vt.tiktok.com/ZSuY1nWdw/;45000;950000;382;452;21;2;0;0,05%;5,09%;1,00%;Rp2.101,77
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;May-26;TikTok;Micro;arsipamira;Lifestyle;https://vt.tiktok.com/ZSxMvB6Wh/;47900;2640000;16700;286987;143;9;1;0,32%;0,05%;599,14%;Rp9,20
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;May-26;TikTok;Macro;Fierrlia;Lifestyle;https://vt.tiktok.com/ZSxutr3Ph/;204600;11550000;318400;508603;1391;5;31;0,70%;0,28%;248,58%;Rp22,71
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;May-26;TikTok;Micro;adha.rzky;Lifestyle;https://vt.tiktok.com/ZSxutHj5v/;51200;8000000;26600;40474;1539;40;31;3,14%;3,98%;79,05%;Rp197,66
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;May-26;TikTok;Micro;ericashintia;Lifestyle;https://vt.tiktok.com/ZSxutr3Ph/;48900;3547500;2300;3218;106;4;7;0,24%;3,64%;6,58%;Rp1.102,39
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;May-26;TikTok;Macro;ridhomlnn;Lifestyle;https://vt.tiktok.com/ZSxpfjK2x/;438500;14520000;13800;19323;1562;41;26;0,37%;8,43%;4,41%;Rp751,44
HEALTH SUPPLEMENT;Enervon;Enervon-C;Consideration;May-26;TikTok;Mega;ficrafth;Lifestyle;https://vt.tiktok.com/ZSxAc1As9/;2200000;16500000;28300;35643;1849;26;4;0,09%;5,27%;1,62%;Rp462,92
HEALTH SUPPLEMENT;Vicee;Vicee Gummy;Consideration;Jan-26;TikTok;Micro;A’yun;Lifestyle;https://vt.tiktok.com/ZS5qw6f3C/;14000;833000;403;435;131;20;3;1,10%;35,40%;3,11%;Rp1.914,94
HEALTH SUPPLEMENT;Vicee;Vicee Gummy;Consideration;Jan-26;TikTok;Micro;Ananda Khoirunisa;Lifestyle;https://vt.tiktok.com/ZS5B6P4k5/;39200;833000;137;8042;192;0;47;0,61%;2,97%;20,52%;Rp103,58
HEALTH SUPPLEMENT;Vicee;Vicee Gummy;Consideration;Jan-26;TikTok;Micro;Anis Pramita;Lifestyle;https://vt.tiktok.com/ZS5mXadh6/;10045;833000;1700;1886;125;9;20;1,53%;8,17%;18,78%;Rp441,68
HEALTH SUPPLEMENT;Vicee;Vicee Gummy;Consideration;Jan-26;TikTok;Macro;atiko;Lifestyle;https://vt.tiktok.com/ZS5qvvU9B/;101000;833000;6200;7286;1596;126;120;1,82%;25,28%;7,21%;Rp114,33
HEALTH SUPPLEMENT;Vicee;Vicee Gummy;Consideration;Jan-26;TikTok;Micro;Cony candra;Lifestyle;https://vt.tiktok.com/ZS5m4dNJU/;35000;833000;130;3210;111;27;2;0,40%;4,36%;9,17%;Rp259,50
HEALTH SUPPLEMENT;Vicee;Vicee Gummy;Consideration;Jan-26;TikTok;Micro;Dwi Ayu Febriyani;Lifestyle;https://vt.tiktok.com/ZS551YMsP/;20200;833000;68;6644;103;6;20;0,64%;1,94%;32,89%;Rp125,38
HEALTH SUPPLEMENT;Vicee;Vicee Gummy;Consideration;Jan-26;TikTok;Micro;Eka Pujiati;Lifestyle;https://vt.tiktok.com/ZS5We7nEu/;10900;833000;39;1529;115;11;30;1,43%;10,20%;14,03%;Rp544,80
HEALTH SUPPLEMENT;Vicee;Vicee Gummy;Consideration;Jan-26;TikTok;Micro;Erna Apriyanti;Lifestyle;https://vt.tiktok.com/ZS5MKsVEC/;27900;833000;705;995;57;15;12;0,30%;8,44%;3,57%;Rp837,19
HEALTH SUPPLEMENT;Vicee;Vicee Gummy;Consideration;Jan-26;TikTok;Micro;Iva Ratna Dewi;Lifestyle;https://vt.tiktok.com/ZS5ujje3D/;10600;833000;143;154;40;37;3;0,75%;51,95%;1,45%;Rp5.409,09
HEALTH SUPPLEMENT;Vicee;Vicee Gummy;Consideration;Jan-26;TikTok;Micro;Leni Agustina;Lifestyle;https://vt.tiktok.com/ZS5b2UTu5/;10400;833000;2200;2410;147;4;3;1,48%;6,39%;23,17%;Rp345,64
HEALTH SUPPLEMENT;Vicee;Vicee Gummy;Consideration;Jan-26;TikTok;Micro;Marsha Maharani;Lifestyle;https://www.tiktok.com/@marshamarchantia/video/7592179863931424008?_r=1&u_code=dfb75afc66hkka&region=ID&mid=7592179915445881618&preview_pb=0&sharer_language=id&_d=e9hdmbcge0342k&ec_shared_reflux_dynamic_params=%7B%22placeholder_material_id%22%3A%227592179863931424008%22%2C%22placeholder_origin_cover%22%3A%22https%253A%252F%252Fp16-sign-sg.tiktokcdn.com%252Ftos-alisg-p-0037%252Fo4q1KBDDQFAbQgBXGBEUf1E3BzNcfRxcph2NgK~tplv-tiktokx-origin.webp%253Fdr%253D14572%2526refresh_token%253D680847ab%2526x-expires%253D1799226000%2526x-signature%253DAGNCim90pbAxN2ViDRSoWzSPLcU%25253D%2526t%253D4d5b0474%2526ps%253D13740610%2526shp%253Dd05b14bd%2526shcp%253D34ff8df6%2526idc%253Dmy%2526s%253DPUBLISH%22%2C%22placeholder_product_id%22%3A%221733012185136728045%22%2C%22placeholder_video_id%22%3A%227592179863931424008%22%7D&ec_shared_reflux_scene=shop_tab_feed&share_item_id=7592179863931424008&source=h5_t&timestamp=1767693171&user_id=6891972806332417025&sec_user_id=MS4wLjABAAAAsyfeVzEDMx5qXSK83JyKtMet2ixlEYVktr0dSelgTN1RtGMjMLAsdmondJl-x2EJ&item_author_type=1&social_share_type=0&utm_source=copy&utm_campaign=client_share&utm_medium=android&share_iid=7587091871248893716&share_link_id=7364f2bb-cde8-46c2-9898-7a051bb24162&share_app_id=1180&ugbiz_name=MAIN&ug_btm=b8727%2Cb2878&link_reflow_popup_iteration_sharer=%7B%22click_empty_to_play%22%3A1%2C%22dynamic_cover%22%3A1%2C%22follow_to_play_duration%22%3A-1.0%2C%22profile_clickable%22%3A1%7D&enable_checksum=1;53350;833000;227;3275;101;4;0;0,20%;3,21%;6,14%;Rp254,35
HEALTH SUPPLEMENT;Vicee;Vicee Gummy;Consideration;Jan-26;TikTok;Micro;Meika Novarya;Lifestyle;https://vt.tiktok.com/ZS5mM44WT/;11900;833000;913;2119;127;20;54;1,69%;9,49%;17,81%;Rp393,11
HEALTH SUPPLEMENT;Vicee;Vicee Gummy;Consideration;Jan-26;TikTok;Micro;Novi leana;Lifestyle;https://vt.tiktok.com/ZS5mVAHvc/;30000;833000;1800;1913;131;26;13;0,57%;8,89%;6,38%;Rp435,44
HEALTH SUPPLEMENT;Vicee;Vicee Gummy;Consideration;Jan-26;TikTok;Micro;Nur Mujiana;Lifestyle;https://vt.tiktok.com/ZS5u1hRBE/;32900;833000;117;12143;1004;0;0;3,05%;8,27%;36,91%;Rp68,60
HEALTH SUPPLEMENT;Vicee;Vicee Gummy;Consideration;Jan-26;TikTok;Micro;Nur sholihah;Lifestyle;https://vt.tiktok.com/ZS5mn5xbR/;26000;833000;219;219;112;39;126;1,07%;126,48%;0,84%;Rp3.803,65
HEALTH SUPPLEMENT;Vicee;Vicee Gummy;Consideration;Jan-26;TikTok;Micro;Putri balqis;Lifestyle;https://vt.tiktok.com/ZS5mbVbeX/;12500;833000;869;1135;16;9;6;0,25%;2,73%;9,08%;Rp733,92
HEALTH SUPPLEMENT;Vicee;Vicee Gummy;Consideration;Jan-26;TikTok;Macro;ria purnamasari;Lifestyle;https://vt.tiktok.com/ZS5mxr2HD/;103000;833000;13264;13264;513;6;378;0,87%;6,76%;12,88%;Rp62,80
HEALTH SUPPLEMENT;Vicee;Vicee Gummy;Consideration;Jan-26;TikTok;Micro;Sarah ivanda;Lifestyle;https://vt.tiktok.com/ZS5mbPQx5/;14100;833000;70;5297;327;1;1;2,33%;6,21%;37,57%;Rp157,26
HEALTH SUPPLEMENT;Vicee;Vicee Gummy;Consideration;Jan-26;TikTok;Micro;Silvi Agustin;Lifestyle;https://vt.tiktok.com/ZS5mmxfot/;11000;833000;2400;2618;1204;24;53;11,65%;48,93%;23,80%;Rp318,18
HEALTH SUPPLEMENT;Vicee;Vicee Gummy;Consideration;Jan-26;TikTok;Micro;Triastuti;Lifestyle;https://vt.tiktok.com/ZS55edQPd/;11200;833000;29;8076;1230;25;226;13,22%;18,34%;72,11%;Rp103,15
HEALTH SUPPLEMENT;Vicee;Vicee Gummy;Consideration;Jan-26;TikTok;Micro;Tyas;Lifestyle;https://vt.tiktok.com/ZS5mqH8mv/;22000;833000;658;3942;1119;3;1;5,10%;28,49%;17,92%;Rp211,31
HEALTH SUPPLEMENT;Vicee;Vicee Gummy;Consideration;Jan-26;TikTok;Micro;ingewati.s;Lifestyle;https://www.tiktok.com/@ingewati.s/video/7589524650514844946?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;11998;833000;5500;6057;302;1;1;2,53%;5,02%;50,48%;Rp137,53
HEALTH SUPPLEMENT;Vicee;Vicee Gummy;Consideration;Jan-26;TikTok;Micro;havika rizhan;Lifestyle;https://www.tiktok.com/@havika_rizhan/video/7589597697867484436?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;13829;833000;2900;3377;268;47;26;2,47%;10,10%;24,42%;Rp246,67
HEALTH SUPPLEMENT;Vicee;Vicee Gummy;Consideration;Jan-26;TikTok;Micro;Bethariasonata;Lifestyle;https://www.tiktok.com/@betariasonata/video/7593379368546749714?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;10560;833000;2200;2637;1192;21;4;11,52%;46,15%;24,97%;Rp315,89
HEALTH SUPPLEMENT;Vicee;Vicee Gummy;Consideration;Jan-26;TikTok;Micro;Nila Matsuna;Lifestyle;https://www.tiktok.com/@nilalalamatsu92/video/7591840893917826322?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;11707;833000;2200;2677;1183;11;44;10,57%;46,25%;22,87%;Rp311,17
HEALTH SUPPLEMENT;Vicee;Vicee Gummy;Consideration;Jan-26;TikTok;Micro;Dita Handiyanti;Lifestyle;https://www.tiktok.com/@ditahandi_/video/7592177112702881044?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;22834;833000;10100;11420;396;18;35;1,97%;3,93%;50,01%;Rp72,94
HEALTH SUPPLEMENT;Vicee;Vicee Gummy;Consideration;Jan-26;TikTok;Micro;sarah_novika;Lifestyle;https://www.tiktok.com/@sarah_novika/video/7593410727881329936?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;50453;833000;9800;10273;1855;57;14;3,82%;18,75%;20,36%;Rp81,09
HEALTH SUPPLEMENT;Vicee;Vicee Gummy;Consideration;Jan-26;TikTok;Micro;AJENG;Lifestyle;https://www.tiktok.com/@radenajengagustina/video/7589920565067091207?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;14638;833000;6900;7209;195;25;20;1,64%;3,33%;49,25%;Rp115,55
HEALTH SUPPLEMENT;Vicee;Vicee Gummy;Consideration;Jan-26;TikTok;Micro;Rahmawati;Lifestyle;https://www.tiktok.com/@narra09_/video/7589522701249793301?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;11097;833000;2000;2284;146;24;11;1,63%;7,92%;20,58%;Rp364,71
HEALTH SUPPLEMENT;Vicee;Vicee Gummy;Consideration;Jan-26;TikTok;Micro;Bunda Shazia;Lifestyle;https://www.tiktok.com/@houseof_zya/video/7589511079349243157?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;21516;833000;1700;2145;162;44;17;1,04%;10,40%;9,97%;Rp388,34
HEALTH SUPPLEMENT;Vicee;Vicee Gummy;Consideration;Jan-26;TikTok;Micro;rinamalia13;Lifestyle;https://www.tiktok.com/@r_amalia13/video/7589504717345017109?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;12539;833000;1200;1499;118;1;0;0,95%;7,94%;11,95%;Rp555,70
HEALTH SUPPLEMENT;Vicee;Vicee Gummy;Consideration;Jan-26;TikTok;Micro;keluargapokcoy;Lifestyle;https://www.tiktok.com/@keluargapokcoy/video/7592513316501671175?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;12294;833000;1900;2239;101;1;6;0,88%;4,82%;18,21%;Rp372,04
HEALTH SUPPLEMENT;Vicee;Vicee Gummy;Consideration;Jan-26;TikTok;Micro;Arisa Octaviant...;Lifestyle;https://www.tiktok.com/@arizhaocta/video/7596324949070056712?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;19864;833000;1500;2041;143;20;3;0,84%;8,13%;10,27%;Rp408,13
HEALTH SUPPLEMENT;Vicee;Vicee Gummy;Consideration;Jan-26;TikTok;Micro;Siska Septika R...;Lifestyle;https://www.tiktok.com/@siskaseptikaa/video/7592662553730370823?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;10723;833000;167;185;27;28;26;0,76%;43,78%;1,73%;Rp4.502,70
HEALTH SUPPLEMENT;Vicee;Vicee Gummy;Consideration;Jan-26;TikTok;Micro;double khay;Lifestyle;https://www.tiktok.com/@khaylasunny/video/7593534266454134037?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;11434;833000;129;198;36;26;3;0,57%;32,83%;1,73%;Rp4.207,07
HEALTH SUPPLEMENT;Vicee;Vicee Gummy;Consideration;Jan-26;TikTok;Micro;dewi.asr;Lifestyle;https://www.tiktok.com/@dewi.asria/video/7591855776168234260?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;10384;833000;444;525;41;5;9;0,53%;10,48%;5,06%;Rp1.586,67
HEALTH SUPPLEMENT;Vicee;Vicee Gummy;Consideration;Jan-26;TikTok;Micro;Rika Ria;Lifestyle;https://www.tiktok.com/@rikariaf/video/7597747845462052117?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;28051;833000;623;680;96;0;0;0,34%;14,12%;2,42%;Rp1.225,00
HEALTH SUPPLEMENT;Vicee;Vicee Gummy;Consideration;Jan-26;TikTok;Micro;Rani Rumi;Lifestyle;https://www.tiktok.com/@ramigabut00/video/7592193553598582023?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;13047;833000;178;194;21;18;0;0,30%;20,10%;1,49%;Rp4.293,81
HEALTH SUPPLEMENT;Vicee;Vicee Gummy;Consideration;Jan-26;TikTok;Micro;Putrisptanggrni;Lifestyle;https://www.tiktok.com/@putrisptanggrni/video/7593401829841489172?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;20821;833000;128;159;34;26;2;0,30%;38,99%;0,76%;Rp5.238,99
HEALTH SUPPLEMENT;Vicee;Vicee Gummy;Consideration;Jan-26;TikTok;Micro;Desyrtns;Lifestyle;https://www.tiktok.com/@desyrtns/video/7593544071138790676?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;16922;833000;122;143;15;5;0;0,12%;13,99%;0,85%;Rp5.825,17
HEALTH SUPPLEMENT;Vicee;Vicee Gummy;Consideration;Jan-26;TikTok;Micro;Promo jajan jal...;Lifestyle;https://vt.tiktok.com/ZS5FrXTAn/;12520;833000;654;707;11;0;0;0,09%;1,56%;5,65%;Rp1.178,22
HEALTH SUPPLEMENT;Vicee;Vicee Gummy;Consideration;Jan-26;TikTok;Micro;Ike nurha;Lifestyle;https://www.tiktok.com/@ikenurha25/video/7596234483779587336?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;19223;833000;119;130;12;0;0;0,06%;9,23%;0,68%;Rp6.407,69
HEALTH SUPPLEMENT;Vicee;Vicee Gummy;Consideration;Jan-26;TikTok;Micro;arini;Lifestyle;https://www.tiktok.com/@arinprastya/video/7589256868174794005?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;19526;833000;164;170;4;1;6;0,06%;6,47%;0,87%;Rp4.900,00
